ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
472,50.00 ,1,24.00 ,30000.00 ,482002,1,4,1,5,1000.00 ,Poor,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
473,43.00 ,1,19.00 ,31000.00 ,482002,0,4,0,5,3000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
474,64.00 ,2,39.00 ,182000.00 ,482002,0,1,0,5,12000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
475,60.00 ,1,34.00 ,114000.00 ,482002,0,2,0,5,69000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
476,43.00 ,2,19.00 ,152000.00 ,482002,0,3,0,5,61000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Rural,Reject,
477,60.00 ,2,34.00 ,53000.00 ,482002,1,1,1,5,8000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,1,0,0,No,Owned,Urban,Approved,
478,64.00 ,2,39.00 ,24000.00 ,482002,0,4,0,5,4000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
479,44.00 ,1,20.00 ,150000.00 ,482002,1,2,1,5,33000.00 ,Poor,No,Yes,1000000.00 ,Indian,0,0,0,0,No,Rented,Urban,Reject,
480,60.00 ,1,36.00 ,132000.00 ,482002,1,2,1,5,60000.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
481,54.00 ,3,29.00 ,68000.00 ,482001,1,3,1,8,16000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
482,33.00 ,1,9.00 ,53000.00 ,482001,1,1,1,8,12000.00 ,Poor,No,Yes ,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
483,56.00 ,2,32.00 ,173000.00 ,482001,0,1,0,8,46000.00 ,Poor,Yes ,Yes,1000000.00 ,Indian,1,0,1,1,Yes ,Owned,Semi Urban,Reject,
484,29.00 ,2,5.00 ,30000.00 ,482001,0,3,0,8,10000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
485,25.00 ,1,1.00 ,113000.00 ,482001,1,2,1,8,2000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
486,60.00 ,2,34.00 ,15000.00 ,482001,0,1,0,8,8000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
487,55.00 ,1,30.00 ,84000.00 ,482001,0,2,0,8,37000.00 ,Poor,Yes,No,50000.00 ,Indian,0,1,0,1,Yes ,Rented,Rural,Reject,
488,39.00 ,2,13.00 ,88000.00 ,482001,1,4,1,8,14000.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
489,37.00 ,1,13.00 ,43000.00 ,482001,0,3,0,3,28000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
490,53.00 ,3,28.00 ,43000.00 ,482001,1,2,1,3,21000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,1,1,Yes ,Owned,Urban,Approved,
491,34.00 ,1,10.00 ,90000.00 ,482001,0,2,0,3,27000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
492,42.00 ,1,18.00 ,34000.00 ,482001,0,4,0,3,3000.00 ,Standard,No,No,100000.00 ,Indian,0,1,0,1,No,Owned,Urban,Reject,
493,60.00 ,1,36.00 ,38000.00 ,482001,0,4,0,3,13000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
494,50.00 ,1,24.00 ,173000.00 ,482001,1,1,1,3,10000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
495,41.00 ,1,17.00 ,160000.00 ,482001,0,2,0,3,80000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
496,25.00 ,2,0.00 ,44000.00 ,482001,1,4,1,3,6000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
497,50.00 ,3,24.00 ,83000.00 ,482001,0,2,0,2,4000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
498,48.00 ,3,22.00 ,94000.00 ,482001,0,4,0,2,26000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
499,32.00 ,3,8.00 ,43000.00 ,482001,1,1,1,2,21000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
500,50.00 ,2,25.00 ,42000.00 ,482001,0,3,0,2,17000.00 ,Good,Yes,No,100000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
501,59.00 ,1,33.00 ,34000.00 ,480559,0,2,0,2,3000.00 ,Good,No,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
502,50.00 ,2,26.00 ,39000.00 ,480557,0,3,0,2,19000.00 ,Good,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
503,44.00 ,2,19.00 ,70000.00 ,480554,0,1,0,2,1000.00 ,Good,Yes ,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
504,31.00 ,3,5.00 ,39000.00 ,480553,1,4,1,2,18000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
505,40.00 ,3,10.00 ,44000.00 ,480551,0,3,0,1,20000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
506,36.00 ,2,12.00 ,69000.00 ,480449,0,3,0,1,31000.00 ,Standard,Yes,Yes,200000.00 ,Indian,1,0,0,1,No,Owned,Semi Urban,Approved,
507,51.00 ,3,25.00 ,44000.00 ,480447,0,3,0,1,9000.00 ,Good,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
508,64.00 ,3,40.00 ,32000.00 ,480443,0,3,0,1,1000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
509,47.00 ,3,22.00 ,15000.00 ,480338,0,2,0,1,7000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
510,52.00 ,1,28.00 ,118000.00 ,480337,0,2,0,1,68000.00 ,Good,No,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
511,51.00 ,2,26.00 ,62000.00 ,480334,0,1,0,1,13000.00 ,Good,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
512,31.00 ,2,5.00 ,82000.00 ,480334,0,4,0,1,22000.00 ,Good,No,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
513,39.00 ,1,14.00 ,54000.00 ,480331,1,3,1,7,30000.00 ,Standard,No,Yes ,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
514,30.00 ,3,6.00 ,48000.00 ,480228,0,1,0,7,21000.00 ,Standard,Yes ,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
515,27.00 ,3,1.00 ,74000.00 ,480224,0,3,0,7,3000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Approved,
516,41.00 ,3,16.00 ,113000.00 ,480223,1,1,1,7,10000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
517,53.00 ,2,27.00 ,81000.00 ,480116,0,3,0,7,17000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
518,54.00 ,2,27.00 ,43000.00 ,480116,0,3,0,7,10000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
519,28.00 ,2,4.00 ,34000.00 ,480115,0,1,0,7,18000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
520,34.00 ,3,9.00 ,48000.00 ,480111,0,1,0,7,25000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
521,61.00 ,2,37.00 ,54000.00 ,480110,1,4,1,943,12000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
522,48.00 ,2,24.00 ,75000.00 ,480107,0,4,0,6,14000.00 ,Poor,No,Yes ,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
523,36.00 ,1,11.00 ,72000.00 ,480002,0,1,0,6,28000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,0,No,Rented,Urban,Approved,
524,56.00 ,1,31.00 ,39000.00 ,480002,0,4,0,6,9000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
525,24.00 ,1,(1.00),75000.00 ,480002,0,4,0,6,2000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
526,64.00 ,1,38.00 ,79000.00 ,480002,0,2,0,6,28000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
527,26.00 ,1,2.00 ,205000.00 ,480001,1,1,1,6,63300.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
528,33.00 ,1,8.00 ,65000.00 ,480001,0,2,0,6,1000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
529,64.00 ,1,39.00 ,122000.00 ,480001,0,4,0,7,2000.00 ,Standard,Yes,No,1000000.00 ,Indian,1,0,0,1,Yes ,Rented,Urban,Approved,
530,39.00 ,2,15.00 ,82000.00 ,480001,0,1,0,7,8000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
531,54.00 ,1,30.00 ,21000.00 ,480001,1,2,1,7,2000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,No,Owned,Rural,Reject,
532,32.00 ,3,6.00 ,50000.00 ,480001,1,4,1,7,21000.00 ,Standard,No,No,200000.00 ,Indian,0,1,1,1,Yes ,Owned,Urban,Approved,
533,62.00 ,1,37.00 ,39000.00 ,475336,1,2,1,7,28000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,1,1,No,Rented,Urban,Approved,
534,27.00 ,1,2.00 ,101000.00 ,475002,0,1,0,7,19000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
535,53.00 ,3,28.00 ,41000.00 ,475001,0,2,0,7,6000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
536,51.00 ,1,25.00 ,132000.00 ,474055,0,1,0,7,3000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
537,25.00 ,2,(1.00),43000.00 ,474042,0,3,0,5,24000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
538,44.00 ,3,20.00 ,131000.00 ,474040,0,1,0,5,49000.00 ,Poor,Yes,No,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Reject,
539,31.00 ,2,5.00 ,11000.00 ,474020,1,1,1,5,4000.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
540,57.00 ,3,32.00 ,21000.00 ,474010,0,1,0,5,3000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
541,25.00 ,3,(1.00),109000.00 ,474009,0,4,0,5,23000.00 ,Standard,No,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
542,30.00 ,1,6.00 ,141000.00 ,474009,0,2,0,5,43300.00 ,Standard,No,Yes ,1000000.00 ,Indian,0,0,0,0,No,Owned,Rural,Reject,
543,40.00 ,1,14.00 ,81000.00 ,474009,0,3,0,5,1000.00 ,Poor,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
544,63.00 ,1,38.00 ,54000.00 ,474009,1,3,1,5,24000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
545,35.00 ,1,10.00 ,164000.00 ,474009,0,2,0,6,78000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
546,43.00 ,1,19.00 ,28000.00 ,474008,0,4,0,6,3000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
547,27.00 ,3,2.00 ,68000.00 ,474007,0,3,0,6,26000.00 ,Standard,Yes,No,200000.00 ,Indian,0,1,0,0,Yes ,Rented,Urban,Approved,
548,44.00 ,3,14.00 ,44000.00 ,474006,1,3,1,6,20000.00 ,Standard,No,Yes,100000.00 ,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
549,49.00 ,3,23.00 ,61000.00 ,474006,1,1,1,6,14000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
550,61.00 ,2,36.00 ,35000.00 ,474006,1,3,1,6,13000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
551,60.00 ,2,34.00 ,54000.00 ,474006,1,3,1,6,3000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
552,59.00 ,1,34.00 ,14000.00 ,474006,1,1,1,6,1000.00 ,Standard,No,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
553,28.00 ,1,3.00 ,52000.00 ,474005,0,4,0,8,22000.00 ,Poor,No,Yes ,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
554,52.00 ,1,28.00 ,101000.00 ,474005,0,2,0,8,3000.00 ,Poor,Yes ,Yes,1000000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
555,28.00 ,1,2.00 ,149000.00 ,474004,0,2,0,8,72000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
556,34.00 ,1,8.00 ,35000.00 ,474003,1,4,1,8,8000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,1,1,Yes ,Owned,Urban,Reject,
557,60.00 ,3,34.00 ,21000.00 ,474003,0,3,0,8,3000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
558,39.00 ,1,15.00 ,118000.00 ,474002,1,2,1,8,19000.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
559,30.00 ,2,5.00 ,38000.00 ,474002,0,4,0,8,20000.00 ,Poor,No,Yes,100000.00 ,Indian,0,1,0,0,Yes ,Rented,Semi Urban,Reject,
560,49.00 ,1,25.00 ,24000.00 ,474002,0,4,0,8,2000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
561,43.00 ,3,18.00 ,59000.00 ,474002,0,1,0,3,37000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
562,63.00 ,3,33.00 ,41000.00 ,474002,0,4,0,3,16700.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
563,28.00 ,2,3.00 ,85000.00 ,474001,1,1,1,3,8000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
564,51.00 ,1,27.00 ,12000.00 ,474001,0,4,0,3,10000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
565,33.00 ,3,7.00 ,32000.00 ,474001,0,1,0,3,6000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
566,55.00 ,1,29.00 ,79000.00 ,474001,0,3,0,3,8000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
567,53.00 ,3,28.00 ,175000.00 ,474001,1,3,1,3,36000.00 ,Good,Yes,No,1000000.00 ,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
568,34.00 ,1,8.00 ,28000.00 ,474001,0,3,0,3,9000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
569,34.00 ,1,9.00 ,41000.00 ,474001,1,2,1,4,1000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
570,40.00 ,1,14.00 ,70000.00 ,474001,0,3,0,4,21000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
571,49.00 ,2,25.00 ,161000.00 ,474001,0,3,0,4,65000.00 ,Standard,Yes,No,1000000.00 ,Indian,1,1,1,0,Yes ,Owned,Semi Urban,Approved,
572,35.00 ,2,9.00 ,53000.00 ,474001,0,4,0,4,22000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
573,39.00 ,1,15.00 ,128000.00 ,474001,0,1,0,4,34000.00 ,Standard,No,Yes ,1000000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
574,55.00 ,2,28.00 ,50000.00 ,474001,1,3,1,4,10000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
575,29.00 ,2,5.00 ,80000.00 ,474001,1,2,1,4,20000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
576,54.00 ,2,30.00 ,93000.00 ,474001,0,1,0,4,27000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
577,25.00 ,3,(1.00),48000.00 ,474001,1,3,1,3,3000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,0,No,Rented,Urban,Reject,
578,52.00 ,1,28.00 ,149000.00 ,474001,0,2,0,3,68000.00 ,Good,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
579,46.00 ,2,19.00 ,49000.00 ,464676,1,3,1,3,25000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
580,57.00 ,2,33.00 ,88000.00 ,464337,0,1,0,3,27000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
581,52.00 ,3,22.00 ,22000.00 ,464331,1,4,1,3,4000.00 ,Good,No,No,50000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
582,28.00 ,1,3.00 ,55000.00 ,464228,1,4,1,3,22000.00 ,Good,No,Yes ,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
583,44.00 ,3,18.00 ,72000.00 ,464228,0,1,0,3,7000.00 ,Good,Yes ,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
584,24.00 ,2,(1.00),38000.00 ,464226,0,2,0,3,17000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
585,40.00 ,1,16.00 ,114000.00 ,464224,0,1,0,9,34000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
586,34.00 ,3,4.00 ,83000.00 ,464221,0,4,0,9,40000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
587,39.00 ,1,14.00 ,101000.00 ,464221,1,2,1,9,4000.00 ,Standard,Yes,No,1000000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
588,50.00 ,1,24.00 ,94000.00 ,464221,0,1,0,9,49000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
589,41.00 ,1,17.00 ,40000.00 ,464220,1,2,1,9,25000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,1,1,Yes ,Owned,Urban,Approved,
590,31.00 ,1,7.00 ,128000.00 ,464114,0,1,0,9,60000.00 ,Standard,No,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
591,29.00 ,3,3.00 ,39000.00 ,464112,0,4,0,9,21000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
592,30.00 ,1,5.00 ,51000.00 ,464111,0,1,0,9,10000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
593,44.00 ,3,20.00 ,79000.00 ,464002,1,4,1,262,20000.00 ,Good,No,Yes ,50000.00 ,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
594,33.00 ,2,7.00 ,48000.00 ,464002,0,4,0,3,22000.00 ,Good,Yes ,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
595,50.00 ,1,26.00 ,85000.00 ,464002,0,1,0,3,0.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
596,42.00 ,1,18.00 ,41000.00 ,464002,0,1,0,3,18000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
597,48.00 ,3,22.00 ,152000.00 ,464002,0,1,0,3,35000.00 ,Good,Yes,Yes,1000000.00 ,Indian,1,0,0,1,Yes ,Rented,Rural,Reject,
598,24.00 ,1,(2.00),125000.00 ,464001,1,2,1,3,72000.00 ,Good,Yes,No,1000000.00 ,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
599,56.00 ,3,31.00 ,11000.00 ,464001,0,2,0,3,2000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
600,28.00 ,1,4.00 ,103000.00 ,464001,1,2,1,3,25000.00 ,Good,Yes,No,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
601,56.00 ,1,30.00 ,141000.00 ,464001,0,2,0,7,5000.00 ,Standard,No,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
602,58.00 ,1,32.00 ,38000.00 ,463120,1,1,1,7,14000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
603,29.00 ,1,5.00 ,135000.00 ,463111,0,2,0,7,6000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
604,63.00 ,2,38.00 ,28000.00 ,462036,0,2,0,7,5000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
605,28.00 ,1,3.00 ,70000.00 ,462032,1,4,1,7,22000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
606,57.00 ,1,31.00 ,41000.00 ,462031,1,1,1,7,2000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
607,34.00 ,2,8.00 ,81000.00 ,462030,0,3,0,7,9000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
608,28.00 ,3,3.00 ,170000.00 ,462030,0,1,0,7,1000.00 ,Standard,No,Yes,1000000.00 ,Indian,1,0,0,0,No,Owned,Rural,Reject,
609,27.00 ,2,2.00 ,55000.00 ,462030,0,4,0,5,17000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
610,37.00 ,3,11.00 ,24000.00 ,462030,0,4,0,5,15000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
611,52.00 ,2,28.00 ,81000.00 ,462030,0,3,0,5,18000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
612,49.00 ,1,23.00 ,32000.00 ,462026,0,4,0,5,18000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
613,65.00 ,1,40.00 ,129000.00 ,462026,1,1,1,5,13000.00 ,Standard,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
614,60.00 ,1,35.00 ,108000.00 ,462026,0,1,0,5,9000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,1,0,0,No,Owned,Semi Urban,Approved,
615,37.00 ,1,12.00 ,180000.00 ,462024,1,1,1,5,86000.00 ,Good,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
616,63.00 ,1,37.00 ,139000.00 ,462023,0,2,0,5,69000.00 ,Good,Yes,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
617,40.00 ,3,14.00 ,33000.00 ,462023,1,2,1,3,14000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
618,46.00 ,3,20.00 ,74000.00 ,462023,0,4,0,3,26000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
619,63.00 ,3,37.00 ,42000.00 ,462023,0,2,0,3,7000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
620,57.00 ,3,27.00 ,73000.00 ,462021,0,1,0,3,30000.00 ,Good,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
621,33.00 ,2,8.00 ,115000.00 ,462021,0,4,0,3,29000.00 ,Good,No,No,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
622,41.00 ,2,17.00 ,114000.00 ,462021,0,2,0,3,18000.00 ,Good,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
623,41.00 ,1,17.00 ,92000.00 ,462021,0,2,0,3,19000.00 ,Good,Yes ,Yes,50000.00 ,Indian,0,0,0,1,No,Rented,Urban,Approved,
624,44.00 ,3,19.00 ,34000.00 ,462018,0,1,0,3,3000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
625,33.00 ,2,6.00 ,54000.00 ,462018,0,2,0,5,16700.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
626,52.00 ,3,28.00 ,64000.00 ,462016,0,2,0,5,10000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
